小区ID,城市,行政区,小区名称,户型分类,户型类型,标准面积,面积区间,户型租金/毛坯,租金/简易装修,租金/精装修,租金/豪华装修,租金/付款方式,更新时间
---,杭州,江干区,蓝桥名苑,3室1厅,---,8,"(0, 10]",1406,1406,1406,1406,押一付三,---
---,杭州,江干区,德信泊林印象,4室1厅,---,16,"(1, 11]",1636,1636,1636,1636,押一付三,---
---,杭州,江干区,东海未名园,3室2厅,---,16,"(1, 11]",1676,1676,1676,1676,押一付三,---
---,杭州,江干区,湾南德盛东苑,4室1厅,---,8,"(0, 10]",1243,1243,1243,1243,押一付三,---
---,杭州,江干区,铭和苑探梅坊,3室1厅,---,19,"(1, 11]",1706,1706,1706,1706,押一付三,---
---,杭州,江干区,采荷东区,3室1厅,---,12,"(1, 11]",1923,1923,1923,1923,押一付三,---
---,杭州,江干区,五福苑二苑,1室1厅,---,76,"(7, 17]",6930,6930,6930,6930,押一付三,---
---,杭州,江干区,新元金沙家园,5室2厅,---,11,"(1, 11]",1763,1763,1763,1763,押一付三,---
---,杭州,江干区,三里家园一区,3室2厅,---,10,"(1, 11]",1446,1446,1446,1446,押一付三,---
---,杭州,江干区,天城府,4室1厅,---,10,"(1, 11]",1656,1656,1656,1656,押一付三,---
---,杭州,江干区,三卫家园北苑,3室1厅,---,11,"(1, 11]",1403,1403,1403,1403,押一付三,---
---,杭州,江干区,采荷新村,2室1厅,---,7,"(0, 10]",2023,2023,2023,2023,押一付三,---
---,杭州,江干区,天城府,4室1厅,---,13,"(1, 11]",1836,1836,1836,1836,押一付三,---
---,杭州,江干区,滨江德信东方星城,5室1厅,---,19,"(1, 11]",1823,1823,1823,1823,押一付三,---
---,杭州,江干区,运新花苑五区,4室1厅,---,19,"(1, 11]",1963,1963,1963,1963,押一付三,---
---,杭州,江干区,三里新城董家苑,3室1厅,---,17,"(1, 11]",1706,1706,1706,1706,押一付三,---
---,杭州,江干区,东港嘉苑二区,5室1厅,---,17,"(1, 11]",1906,1906,1906,1906,押一付三,---
---,杭州,江干区,东港嘉苑二区,5室1厅,---,11,"(1, 11]",1636,1636,1636,1636,押一付三,---
---,杭州,江干区,东港嘉苑三区,5室1厅,---,16,"(1, 11]",2453,2453,2453,2453,押一付三,---
---,杭州,江干区,万豪国际,1室1厅,---,44,"(4, 14]",4030,4030,4030,4030,押一付三,---
---,杭州,江干区,湾南德盛东苑,1室1厅,---,60,"(6, 16]",2400,2400,2400,2400,押一付三,---
---,杭州,江干区,野风海天城,3室1厅,---,14,"(1, 11]",1406,1406,1406,1406,押一付三,---
---,杭州,江干区,龙湖.滟澜山2期,3室1厅,---,9,"(0, 10]",1523,1523,1523,1523,押一付三,---
---,杭州,江干区,悦麟美寓,4室1厅,---,11,"(1, 11]",1306,1306,1306,1306,押一付三,---
---,杭州,江干区,茶厂宿舍,2室1厅,---,17,"(1, 11]",2590,2590,2590,2590,押一付三,---
---,杭州,江干区,东郡国际朗湾,3室1厅,---,10,"(1, 11]",1246,1246,1246,1246,押一付三,---
---,杭州,江干区,湾南德盛东苑,4室1厅,---,20,"(2, 12]",1976,1976,1976,1976,押一付三,---
---,杭州,江干区,钱江府,4室1厅,---,19,"(1, 11]",2306,2306,2306,2306,押一付三,---
---,杭州,江干区,钱江府,4室1厅,---,23,"(2, 12]",2456,2456,2456,2456,押一付三,---
---,杭州,江干区,金沙阳光,3室1厅,---,17,"(1, 11]",1776,1776,1776,1776,押一付三,---
---,杭州,江干区,东海柠檬郡,4室1厅,---,6,"(0, 10]",1306,1306,1306,1306,押一付三,---
---,杭州,江干区,天阳文晖,4室1厅,---,14,"(1, 11]",1716,1716,1716,1716,押一付三,---
---,杭州,江干区,天城府,4室1厅,---,10,"(1, 11]",1713,1713,1713,1713,押一付三,---
---,杭州,江干区,新城时代广场,1室0厅,---,47,"(4, 14]",5360,5360,5360,5360,押一付三,---
---,杭州,江干区,同方国际,1室0厅,---,43,"(4, 14]",3090,3090,3090,3090,押一付三,---
---,杭州,江干区,梦琴湾,4室2厅,---,18,"(1, 11]",1676,1676,1676,1676,押一付三,---
---,杭州,江干区,钱江府,4室1厅,---,15,"(1, 11]",1696,1696,1696,1696,押一付三,---
---,杭州,江干区,中企艮山府,3室1厅,---,14,"(1, 11]",1823,1823,1823,1823,押一付三,---
---,杭州,江干区,笕桥花苑,4室1厅,---,11,"(1, 11]",590,590,590,590,押一付三,---
---,杭州,江干区,花圃铁路新村,2室1厅,---,10,"(1, 11]",2263,2263,2263,2263,押一付三,---
---,杭州,江干区,淮矿东元府,4室1厅,---,14,"(1, 11]",1846,1846,1846,1846,押一付三,---
---,杭州,江干区,湾南德盛东苑,1室1厅,---,55,"(5, 15]",2360,2360,2360,2360,押一付三,---
---,杭州,江干区,湾南德盛东苑,4室1厅,---,18,"(1, 11]",1776,1776,1776,1776,押一付三,---
---,杭州,江干区,东海柠檬郡,3室1厅,---,7,"(0, 10]",1246,1246,1246,1246,押一付三,---
---,杭州,江干区,新丰新村,2室1厅,---,13,"(1, 11]",3420,3420,3420,3420,押一付三,---
---,杭州,江干区,新城时代广场,1室0厅,---,44,"(4, 14]",3500,3500,3500,3500,押一付三,---
---,杭州,江干区,远洋万和四季(废),4室1厅,---,15,"(1, 11]",2176,2176,2176,2176,押一付三,---
---,杭州,江干区,钱江府,4室1厅,---,13,"(1, 11]",1766,1766,1766,1766,押一付三,---
---,杭州,江干区,德信早城,4室2厅,---,12,"(1, 11]",1606,1606,1606,1606,押一付三,---
---,杭州,江干区,运新花苑一区,4室1厅,---,7,"(0, 10]",1463,1463,1463,1463,押一付三,---
---,杭州,江干区,龙湖滟澜山澜轩,1室1厅,---,89,"(8, 18]",5563,5563,5563,5563,押一付三,---
---,杭州,江干区,钱江府,4室1厅,---,13,"(1, 11]",1776,1776,1776,1776,押一付三,---
---,杭州,江干区,淮矿东元府,4室1厅,---,8,"(0, 10]",1676,1676,1676,1676,押一付三,---
---,杭州,江干区,世茂天辰,1室1厅,---,89,"(8, 18]",6900,6900,6900,6900,押一付三,---
---,杭州,江干区,东海柠檬郡,4室1厅,---,7,"(0, 10]",1276,1276,1276,1276,押一付三,---
---,杭州,江干区,中兴九洲芳园,4室1厅,---,8,"(0, 10]",1316,1316,1316,1316,押一付三,---
---,杭州,江干区,采荷东区,3室1厅,---,22,"(2, 12]",2363,2363,2363,2363,押一付三,---
---,杭州,江干区,天仙新苑,1室2厅,---,92,"(9, 19]",4530,4530,4530,4530,押一付三,---
---,杭州,江干区,招商雍和府,5室1厅,---,5,"(0, 10]",1306,1306,1306,1306,押一付三,---
---,杭州,江干区,世茂江滨花园瑞景湾,4室1厅,---,5,"(0, 10]",976,976,976,976,押一付三,---
---,杭州,江干区,采荷新村,2室1厅,---,13,"(1, 11]",2193,2193,2193,2193,押一付三,---
---,杭州,江干区,三卫家园北苑,4室1厅,---,7,"(0, 10]",1076,1076,1076,1076,押一付三,---
---,杭州,江干区,和达御观邸,5室2厅,---,9,"(0, 10]",1333,1333,1333,1333,押一付三,---
---,杭州,江干区,绿城杨柳郡,5室1厅,---,8,"(0, 10]",1546,1546,1546,1546,押一付三,---
---,杭州,江干区,新城时代广场,1室0厅,---,45,"(4, 14]",3560,3560,3560,3560,押一付三,---
---,杭州,江干区,德信早城,5室1厅,---,12,"(1, 11]",2090,2090,2090,2090,押一付三,---
---,杭州,江干区,采荷小区翠柳邨,2室1厅,---,12,"(1, 11]",2123,2123,2123,2123,押一付三,---
---,杭州,江干区,采荷小区玉荷邨,3室1厅,---,9,"(0, 10]",1863,1863,1863,1863,押一付三,---
---,杭州,江干区,中豪七格,1室1厅,---,50,"(5, 15]",3500,3500,3500,3500,押一付三,---
---,杭州,江干区,白云大厦,1室1厅,---,38,"(3, 13]",2660,2660,2660,2660,押一付三,---
---,杭州,江干区,采荷路35号,3室1厅,---,7,"(0, 10]",1816,1816,1816,1816,押一付三,---
---,杭州,江干区,建电新村,2室1厅,---,6,"(0, 10]",1863,1863,1863,1863,押一付三,---
---,杭州,江干区,三里新城荷苑,3室1厅,---,12,"(1, 11]",1906,1906,1906,1906,押一付三,---
---,杭州,江干区,德信早城,5室1厅,---,14,"(1, 11]",2000,2000,2000,2000,押一付三,---
---,杭州,江干区,锦润公寓,4室1厅,---,18,"(1, 11]",1956,1956,1956,1956,押一付三,---
---,杭州,江干区,湾南德盛东苑,1室1厅,---,57,"(5, 15]",2963,2963,2963,2963,押一付三,---
---,杭州,江干区,东港嘉苑一区,5室1厅,---,17,"(1, 11]",1623,1623,1623,1623,押一付三,---
---,杭州,江干区,三里家园一区,3室1厅,---,10,"(1, 11]",1436,1436,1436,1436,押一付三,---
---,杭州,江干区,南肖埠社区,4室1厅,---,13,"(1, 11]",2060,2060,2060,2060,押一付三,---
---,杭州,江干区,世茂天宸,4室1厅,---,13,"(1, 11]",2046,2046,2046,2046,押一付三,---
---,杭州,江干区,东亚新干线,1室2厅,---,43,"(4, 14]",3993,3993,3993,3993,押一付三,---
---,杭州,江干区,多蓝水岸-银沙苑,4室1厅,---,14,"(1, 11]",1436,1436,1436,1436,押一付三,---
---,杭州,江干区,淮矿东元府,4室1厅,---,15,"(1, 11]",1846,1846,1846,1846,押一付三,---
---,杭州,江干区,九月庭院,5室1厅,---,14,"(1, 11]",1630,1630,1630,1630,押一付三,---
---,杭州,江干区,水湘人家西苑,3室1厅,---,9,"(0, 10]",1693,1693,1693,1693,押一付三,---
---,杭州,江干区,金隅观澜时代-天筑,6室2厅,---,17,"(1, 11]",1506,1506,1506,1506,押一付三,---
---,杭州,江干区,保利江语海,1室2厅,---,90,"(9, 19]",5093,5093,5093,5093,押一付三,---
---,杭州,江干区,世茂江滨花园-瑞景湾,6室1厅,---,11,"(1, 11]",1263,1263,1263,1263,押一付三,---
---,杭州,江干区,采荷小区红菱邨,3室1厅,---,11,"(1, 11]",1906,1906,1906,1906,押一付三,---
---,杭州,江干区,花园新宸府,3室1厅,---,10,"(1, 11]",1560,1560,1560,1560,押一付三,---
---,杭州,江干区,天城府,4室1厅,---,10,"(1, 11]",1643,1643,1643,1643,押一付三,---
---,杭州,江干区,中豪七格,1室1厅,---,42,"(4, 14]",3563,3563,3563,3563,押一付三,---
---,杭州,江干区,天城府,4室1厅,---,6,"(0, 10]",1346,1346,1346,1346,押一付三,---
---,杭州,江干区,远洋心里,4室2厅,---,8,"(0, 10]",1246,1246,1246,1246,押一付三,---
---,杭州,江干区,三卫家园北苑,3室1厅,---,11,"(1, 11]",1476,1476,1476,1476,押一付三,---
---,杭州,江干区,滨江德信东方星城,5室1厅,---,6,"(0, 10]",1376,1376,1376,1376,押一付三,---
---,杭州,江干区,景苑公寓,3室1厅,---,13,"(1, 11]",1923,1923,1923,1923,押一付三,---
---,杭州,江干区,云河西园,3室1厅,---,14,"(1, 11]",990,990,990,990,押一付三,---
---,杭州,江干区,伊萨卡国际城鹭江园,4室1厅,---,17,"(1, 11]",1446,1446,1446,1446,押一付三,---
---,杭州,江干区,新沙家园,3室2厅,---,17,"(1, 11]",1576,1576,1576,1576,押一付三,---
---,杭州,江干区,天城府,4室1厅,---,8,"(0, 10]",1523,1523,1523,1523,押一付三,---
---,杭州,江干区,金隅观澜时代,6室1厅,---,16,"(1, 11]",1316,1316,1316,1316,押一付三,---
---,杭州,江干区,招商雍和府,5室1厅,---,7,"(0, 10]",1206,1206,1206,1206,押一付三,---
---,杭州,江干区,招商雍和府,4室1厅,---,11,"(1, 11]",1636,1636,1636,1636,押一付三,---
---,杭州,江干区,居安坊,1室1厅,---,35,"(3, 13]",2830,2830,2830,2830,押一付三,---
---,杭州,江干区,东港嘉苑一区,4室1厅,---,20,"(2, 12]",1090,1090,1090,1090,押一付三,---
---,杭州,江干区,闸弄口铁路宿舍,2室1厅,---,43,"(4, 14]",4260,4260,4260,4260,押一付三,---
---,杭州,江干区,湾南德盛东苑,1室1厅,---,57,"(5, 15]",2290,2290,2290,2290,押一付三,---
---,杭州,江干区,湾南德盛东苑,1室1厅,---,56,"(5, 15]",2290,2290,2290,2290,押一付三,---
---,杭州,江干区,湾南德盛东苑,1室1厅,---,57,"(5, 15]",2290,2290,2290,2290,押一付三,---
---,杭州,江干区,湾南德盛东苑,1室1厅,---,70,"(7, 17]",2290,2290,2290,2290,押一付三,---
---,杭州,江干区,凯景公寓,1室2厅,---,90,"(9, 19]",6730,6730,6730,6730,押一付三,---
---,杭州,江干区,采荷街道商教苑社区,1室1厅,---,72,"(7, 17]",7000,7000,7000,7000,押一付三,---
---,杭州,江干区,紫晶商务城,1室1厅,---,46,"(4, 14]",4360,4360,4360,4360,押一付三,---
---,杭州,江干区,群桥人力公寓,3室1厅,---,12,"(1, 11]",1506,1506,1506,1506,押一付三,---
---,杭州,江干区,中豪七格,1室1厅,---,50,"(5, 15]",5330,5330,5330,5330,押一付三,---
---,杭州,江干区,中沙东岸嘉园三区,1室1厅,---,60,"(6, 16]",2390,2390,2390,2390,押一付三,---
---,杭州,江干区,世茂天宸,4室1厅,---,8,"(0, 10]",1690,1690,1690,1690,押一付三,---
---,杭州,江干区,中海御道路一号一期,4室1厅,---,15,"(1, 11]",1830,1830,1830,1830,押一付三,---
---,杭州,江干区,居安坊,3室1厅,---,64,"(6, 16]",6260,6260,6260,6260,押一付三,---
---,杭州,江干区,采荷小区青莼邨,3室1厅,---,67,"(6, 16]",7130,7130,7130,7130,押一付三,---
---,杭州,江干区,新城时代广场,1室1厅,---,47,"(4, 14]",4500,4500,4500,4500,押一付三,---
---,杭州,江干区,南肖埠社区,2室2厅,---,79,"(7, 17]",5190,5190,5190,5190,押一付三,---
---,杭州,江干区,闸弄口新村,2室2厅,---,85,"(8, 18]",4960,4960,4960,4960,押一付三,---
---,杭州,江干区,紫晶商务城,1室1厅,---,37,"(3, 13]",3700,3700,3700,3700,押一付三,---
---,杭州,江干区,中海御道路一号二期,4室1厅,---,18,"(1, 11]",2400,2400,2400,2400,押一付三,---
---,杭州,江干区,蓝天城市花园,1室1厅,---,83,"(8, 18]",5790,5790,5790,5790,押一付三,---
---,杭州,江干区,天阳尚城国际,4室1厅,---,16,"(1, 11]",1830,1830,1830,1830,押一付三,---
---,杭州,江干区,昆仑红苹果,3室1厅,---,58,"(5, 15]",1630,1630,1630,1630,押一付三,---
---,杭州,江干区,云河南园,3室1厅,---,5,"(0, 10]",1490,1490,1490,1490,押一付三,---
---,杭州,江干区,云河南园,3室1厅,---,5,"(0, 10]",1490,1490,1490,1490,押一付三,---
---,杭州,江干区,蓝桥名苑,3室1厅,---,13,"(1, 11]",1660,1660,1660,1660,押一付三,---
---,杭州,江干区,交通晓时代,1室1厅,---,81,"(8, 18]",6430,6430,6430,6430,押一付三,---
---,杭州,江干区,金秋花园,1室1厅,---,67,"(6, 16]",4230,4230,4230,4230,押一付三,---
---,杭州,江干区,健风大厦,1室1厅,---,38,"(3, 13]",3830,3830,3830,3830,押一付三,---
---,杭州,江干区,水湘人家西苑,3室1厅,---,10,"(1, 11]",1960,1960,1960,1960,押一付三,---
---,杭州,江干区,新城市广场,1室0厅,---,21,"(2, 12]",4030,4030,4030,4030,押一付三,---
---,杭州,江干区,横河新村,1室1厅,---,60,"(6, 16]",4330,4330,4330,4330,押一付三,---
---,杭州,江干区,湾南德盛东苑,4室2厅,---,10,"(1, 11]",1430,1430,1430,1430,押一付三,---
---,杭州,江干区,运新花苑三区,3室1厅,---,17,"(1, 11]",2030,2030,2030,2030,押一付三,---
---,杭州,江干区,华家池13号,3室1厅,---,10,"(1, 11]",1960,1960,1960,1960,押一付三,---
---,杭州,江干区,郡原相江公寓,3室1厅,---,15,"(1, 11]",1700,1700,1700,1700,押一付三,---
---,杭州,江干区,运新花苑三区,3室1厅,---,12,"(1, 11]",1830,1830,1830,1830,押一付三,---
---,杭州,江干区,运新花苑三区,3室1厅,---,13,"(1, 11]",1860,1860,1860,1860,押一付三,---
---,杭州,江干区,中海御道路一号四期,4室1厅,---,14,"(1, 11]",1900,1900,1900,1900,押一付三,---
---,杭州,江干区,水岸帝景,4室1厅,---,12,"(1, 11]",2190,2190,2190,2190,押一付三,---
---,杭州,江干区,天阳凤起,4室1厅,---,6,"(0, 10]",1690,1690,1690,1690,押一付三,---
---,杭州,江干区,中海御道路一号二期,4室1厅,---,27,"(2, 12]",2490,2490,2490,2490,押一付三,---
---,杭州,江干区,三里亭苑一区,3室1厅,---,13,"(1, 11]",1930,1930,1930,1930,押一付三,---
---,杭州,江干区,盛世钱塘,4室1厅,---,13,"(1, 11]",2130,2130,2130,2130,押一付三,---
---,杭州,江干区,中兴九洲芳园,3室1厅,---,13,"(1, 11]",1630,1630,1630,1630,押一付三,---
---,杭州,江干区,保利东湾西区,5室1厅,---,12,"(1, 11]",1360,1360,1360,1360,押一付三,---
---,杭州,江干区,保利东湾西区,5室1厅,---,18,"(1, 11]",1560,1560,1560,1560,押一付三,---
---,杭州,江干区,运新花苑五区,4室1厅,---,11,"(1, 11]",1730,1730,1730,1730,押一付三,---
---,杭州,江干区,德信金泊林公寓,4室1厅,---,18,"(1, 11]",1730,1730,1730,1730,押一付三,---
---,杭州,江干区,东海柠檬郡,4室1厅,---,8,"(0, 10]",1530,1530,1530,1530,押一付三,---
---,杭州,江干区,圣奥领寓,4室1厅,---,15,"(1, 11]",1760,1760,1760,1760,押一付三,---
---,杭州,江干区,多蓝水岸-碧海苑,4室1厅,---,15,"(1, 11]",1530,1530,1530,1530,押一付三,---
---,杭州,江干区,三里新城兰苑,4室1厅,---,19,"(1, 11]",1990,1990,1990,1990,押一付三,---
---,杭州,江干区,悦麟美寓,4室1厅,---,15,"(1, 11]",1590,1590,1590,1590,押一付三,---
---,杭州,江干区,多蓝水岸-碧海苑,4室1厅,---,11,"(1, 11]",1490,1490,1490,1490,押一付三,---
---,杭州,江干区,郡原相江公寓,3室1厅,---,10,"(1, 11]",1330,1330,1330,1330,押一付三,---
---,杭州,江干区,悦麟美寓,3室1厅,---,12,"(1, 11]",1560,1560,1560,1560,押一付三,---
---,杭州,江干区,金色黎明一期,4室1厅,---,9,"(0, 10]",1690,1690,1690,1690,押一付三,---
---,杭州,江干区,中海御道路一号四期,4室1厅,---,15,"(1, 11]",2010,2010,2010,2010,押一付三,---
---,杭州,江干区,钱江六苑,3室1厅,---,9,"(0, 10]",2130,2130,2130,2130,押一付三,---
---,杭州,江干区,和谐嘉园北苑,3室1厅,---,10,"(1, 11]",2130,2130,2130,2130,押一付三,---
---,杭州,江干区,凯旋路104号,2室1厅,---,14,"(1, 11]",2290,2290,2290,2290,押一付三,---
---,杭州,江干区,凯旋路104号,2室1厅,---,7,"(0, 10]",1890,1890,1890,1890,押一付三,---
---,杭州,江干区,南肖埠景和苑,2室1厅,---,94,"(9, 19]",5630,5630,5630,5630,押一付三,---
---,杭州,江干区,云河南园,4室1厅,---,10,"(1, 11]",1820,1820,1820,1820,押一付三,---
---,杭州,江干区,三里新城桂苑,4室1厅,---,13,"(1, 11]",1830,1830,1830,1830,押一付三,---
---,杭州,江干区,宋都东郡国际-嘉湾,3室1厅,---,9,"(0, 10]",1230,1230,1230,1230,押一付三,---
---,杭州,江干区,中海御道,4室2厅,---,11,"(1, 11]",1890,1890,1890,1890,押一付三,---
---,杭州,江干区,宋都东郡国际-嘉湾,3室1厅,---,19,"(1, 11]",1590,1590,1590,1590,押一付三,---
---,杭州,江干区,东茂苑,3室1厅,---,14,"(1, 11]",1890,1890,1890,1890,押一付三,---
---,杭州,江干区,三里亭苑四区,3室1厅,---,9,"(0, 10]",1730,1730,1730,1730,押一付三,---
---,杭州,江干区,铭和苑探梅坊,3室1厅,---,12,"(1, 11]",1530,1530,1530,1530,押一付三,---
---,杭州,江干区,和谐嘉园南苑,3室1厅,---,13,"(1, 11]",2830,2830,2830,2830,押一付三,---
---,杭州,江干区,三里亭苑四区,3室1厅,---,16,"(1, 11]",2000,2000,2000,2000,押一付三,---
---,杭州,江干区,金色黎明二期,4室1厅,---,9,"(0, 10]",1690,1690,1690,1690,押一付三,---
---,杭州,江干区,梦琴湾,3室1厅,---,15,"(1, 11]",1790,1790,1790,1790,押一付三,---
---,杭州,江干区,铭和苑桂雨坊,4室1厅,---,11,"(1, 11]",1530,1530,1530,1530,押一付三,---
---,杭州,江干区,铭和苑桂雨坊,4室1厅,---,15,"(1, 11]",1690,1690,1690,1690,押一付三,---
---,杭州,江干区,中海御道,4室2厅,---,14,"(1, 11]",1960,1960,1960,1960,押一付三,---
---,杭州,江干区,中海御道,4室2厅,---,10,"(1, 11]",1690,1690,1690,1690,押一付三,---
---,杭州,江干区,采荷新村,3室1厅,---,14,"(1, 11]",2230,2230,2230,2230,押一付三,---
---,杭州,江干区,濮家新村,3室1厅,---,12,"(1, 11]",1790,1790,1790,1790,押一付三,---
---,杭州,江干区,九月庭院,4室1厅,---,12,"(1, 11]",1440,1440,1440,1440,押一付三,---
---,杭州,江干区,三里家园二区,4室1厅,---,16,"(1, 11]",2060,2060,2060,2060,押一付三,---
---,杭州,江干区,梦琴湾,3室1厅,---,19,"(1, 11]",1890,1890,1890,1890,押一付三,---
---,杭州,江干区,蓝天公寓,4室1厅,---,10,"(1, 11]",1660,1660,1660,1660,押一付三,---
---,杭州,江干区,和谐嘉园北苑,3室1厅,---,14,"(1, 11]",2630,2630,2630,2630,押一付三,---
---,杭州,江干区,采荷新村,3室1厅,---,12,"(1, 11]",1990,1990,1990,1990,押一付三,---
---,杭州,江干区,中海御道,4室2厅,---,11,"(1, 11]",1890,1890,1890,1890,押一付三,---
---,杭州,江干区,铭和苑新荷坊,3室1厅,---,9,"(0, 10]",1460,1460,1460,1460,押一付三,---
---,杭州,江干区,金沙阳光,3室1厅,---,18,"(1, 11]",1830,1830,1830,1830,押一付三,---
---,杭州,江干区,德信泊林印象,4室1厅,---,11,"(1, 11]",1560,1560,1560,1560,押一付三,---
